text,category,severity,urgency
Solid Waste (Garbage) Related - Garbage dump in Dr.Rajkumar Ward. Garbage clear d,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Attiguppe. Resolved,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Dharmarayaswamy Temple Ward. ATTENDED,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Jayamahal. Complaint clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Nayandanahalli. Problem solved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Konena Agrahara. Cleared thank you,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hoodi. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Herohalli. Complainant is not answering the call,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Attiguppe. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Kumaraswamy Layout. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jogupalya. Complete cleared sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Vasanthapura. .,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kengeri. Attended,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Govindraja Nagara. Nagendra team will attend 8106538247,Forest,MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Kumaraswamy Layout. Resolved,Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Kottigepalya. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Manorayanapalya. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Shakambari Nagar. Resolved,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Complaint against SW collector/ SWM official for violation of SWM Rules in Jakkur. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Someshwara. Cleared,Forest,MEDIUM,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in Vannarpet. Debris cleared,Road Maintenance(Engg),LOW,CONCERNED
"Forest - obstructions Branches / Trees. in Domlur. Please provide hard copy photo of the tree, bbmp tax paid, request letter to the 21st floor, Utility building, mayo hall, Bangalore-560 001",Forest,LOW,CONCERNED
Electrical - Street Light Not Working in Chikkalasandra. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hemmigepura. Attended,Electrical,HIGH,URGENT
"Forest - obstructions Branches / Trees. in Vishwanathnagenahalli. Please provide hard copy photo of the tree, bbmp tax paid, request letter to the 21st floor, Utility building, mayo hall, Bangalore-560 001",Forest,LOW,CONCERNED
Road Maintenance(Engg) - Road side drains in Varthur. Resolved,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Manorayanapalya. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Mallasandra. Complaint clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - footpath encroachment in HBR Layout. Update soon,Road Maintenance(Engg),MEDIUM,CONCERNED
"Forest - obstructions Branches / Trees. in Jayachamarajendra Nagar. "" Kumar Ph.6364685510""",Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Marappana Palya. Mallaiya team will attend +919980279015,Forest,MEDIUM,CONCERNED
Electrical - Requirement For New Street Lights in Sanjay Nagar. After procurement process complete we will fix new light in priority,Electrical,MEDIUM,CONCERNED
Health Dept - Spraying in HSR Layout. Mosquitos control spray done,Health Dept,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Basavanapura. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Yelahanka old Satellite Town. Complaint attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Begur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Ullalu. This complaint belongs to BDA,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Sudam Nagar. as per citizen the complaint has not been resolved,Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Jnanabharathi Ward. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
"Forest - obstructions Branches / Trees. in Benniganahalli. Please provide hard copy photo of the tree, bbmp tax paid, request letter to the 21st floor, Utility building, mayo hall, Bangalore-560 001",Forest,LOW,CONCERNED
Forest - obstructions Branches / Trees. in Yelahanka old Satellite Town. Cleared,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Vishwanathnagenahalli. Complaint attend & cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in H.M.T. Complaint closed,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Hoysala Nagar. Close,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
"Forest - obstructions Branches / Trees. in Radhakrishna Temple. Please provide hard copy photo of the tree, bbmp tax paid, request letter to the 21st floor, Utility building, mayo hall, Bangalore-560 001",Forest,LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Bellandur. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Nayandanahalli. Problem solved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Shettyhalli. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Sweeping not done in Banaswadi. Clear,Solid Waste (Garbage) Related,LOW,CONCERNED
Road Maintenance(Engg) - Overhanging cables in Bommanahalli. Solved,Road Maintenance(Engg),MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Uttarahalli. Please contact BBMP concerned department,Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Jnanabharathi Ward. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Chikpete. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Herohalli. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road cutting in Sarvagna Nagar. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Chokkasandra. Attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jeevanbhima Nagar. Caller,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Puttenahalli. Complainant clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Bharathi Nagar. complient cleard,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kuvempu Nagar. Resolved,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Maruthi Seva Nagar. Cleared,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Sweeping not done in HBR Layout. Attended and cleared,Solid Waste (Garbage) Related,LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Banaswadi. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Fatally injured - Needs immediate attention in Shettyhalli. attended,veterinary,MEDIUM,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Hoodi. Attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Vignana Nagar. Attended,Electrical,HIGH,URGENT
Revenue Department - Unable to generate the property tax challan in A.Narayanapura. Submit Hard copy to ARO HAL Airport MEG LAyout,Revenue Department,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Giri Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Lights Switched On During Day Time in Shettyhalli. Attended,Electrical,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Devasandra. Close,Solid Waste (Garbage) Related,LOW,CONCERNED
Road Maintenance(Engg) - Potholes in Bommanahalli. Wirk Tender is in progress once the tender is completed we will solve the problem,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Devasandra. Close,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jogupalya. Complete cleared sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Bommanahalli. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in T-Dasarahalli. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Nandini Layout. Mallaiya team will attend +919980279015,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Banaswadi. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Banaswadi. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - UnAuthorised Constructions in Devasandra. Work as clear,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Padmanabha Nagar. Clear,Solid Waste (Garbage) Related,LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Kushal Nagar. Complaint cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
"veterinary - Stray dog related complaints in Ganeshmandira Ward. Dogs can't be relocated as per the ABC rules 2023, for barking, crying, chasing, nothing can be done since it is natural instincts of a dog. Sterilization and immunisation of streets Dogs will be done by BBMP Sir.",veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Puttenahalli. Attended,Electrical,HIGH,URGENT
Road Infrastructure - Road Infrastructure in Kammanahalli. Forwarded Task,Road Infrastructure,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Chamrajpet. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Hanumantha Nagar. Cso,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Rajarajeshwari Nagar. Attended,Electrical,HIGH,URGENT
Health Dept - Unhygienic premises in Hotel etc in Sagayapuram. Belongs Sarvagnanagar range,Health Dept,MEDIUM,CONCERNED
Health Dept - Increase in mosquito density in Basavanapura. Attended,Health Dept,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in J.P.Nagar. Resolved,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Vasanthapura. This New light will be installed as early as possible,Electrical,HIGH,URGENT
veterinary - Mutton/Chicken/fish stall Unhygienic maintenance in Sagayapuram. Please send the photo and objection letter to the BBMP East Zone .,veterinary,LOW,CONCERNED
Health Dept - Increase in mosquito density in Basavanapura. Attended,Health Dept,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Complaint against SW collector/ SWM official for violation of SWM Rules in Uttarahalli. Closed,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Singasandra. Action initiated,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Giri Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Giri Nagar. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in K.R.Market. Complaint cleared,Road Maintenance(Engg),LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Dr.Rajkumar Ward. Garbage clear d,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in Hebbal. Closed without resolving the issue on the field.,Road Maintenance(Engg),LOW,CONCERNED
Road Maintenance(Engg) - UnAuthorised Constructions in K.R.Puram. Action will be taken,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Hombegowda Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Yelahanka old Satellite Town. Resolved,Electrical,HIGH,URGENT
Health Dept - Increase in mosquito density in Basavanapura. Attended,Health Dept,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Dr.Rajkumar Ward. Nagendra 8106538247 will attend,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Jnanabharathi Ward. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Revenue Department - Others (JC) in Thanisandra. Banners to be removed cleared shortly,Revenue Department,MEDIUM,CONCERNED
"Forest - obstructions Branches / Trees. in Hebbal. Please provide hard copy photo of the tree, bbmp tax paid, request letter to the 21st floor, Utility building, mayo hall, Bangalore-560 001",Forest,LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Hombegowda Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road cutting in Sudam Nagar. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Someshwara. Resloved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Kadugodi. Attend,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - UnAuthorised Constructions in Jakkur. Road cutting field wet mix,Road Maintenance(Engg),MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Herohalli. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Kodigehalli. Compainant attended,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Hosahalli. Cleared,Solid Waste (Garbage) Related,LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Shettyhalli. Solved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Mahalakshmipuram. Complaint attended,Electrical,HIGH,URGENT
veterinary - Stray/Rabid dog bite in Katriguppe. Complaint resolved on 20-03-2025 & 21-03-2025,veterinary,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road cutting in Nagavara. Update soon,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Basavanapura. Attended,Electrical,HIGH,URGENT
Health Dept - Spraying in Kammanahalli. Spraying done,Health Dept,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage transfer not as per norms & area not kept clean in Dodda Bidarkallu. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Park Lights Not Working in Shettyhalli. Attended,Electrical,MEDIUM,CONCERNED
veterinary - Animal Rescue - Not well - Requires attention in Horamavu. No treatment done here call 1962,veterinary,MEDIUM,CONCERNED
"Welfare Schemes - Onti Mane in A.Narayanapura. ತಾವು ಸಹಾಯ ಆ್ಯಪ್ ಮೂಲಕ ಸೇರಿರುವಂತೆ, ಪರಿಶೀಲಿಸಲಾಗಿ 2022-24 ನೇ ಸಾಲಿನ ಒಂಟಿ ಮನೆ ಯೋಜನೆಯ ಫಾಲನುಭವಿಗಳ ಆಯ್ಕೆ ಪಟ್ಟಿಯನ್ನು ಕಾರ್ಯಪಾಲಕ ಅಭಿಯಂತರರು ಕೆ.ಆರ್.ಪುರಂ ವಿಭಾಗ ರವರು ಸಾ.ಕಂ.ಅ ಕಲ್ಯಾಣ ಮಹದೇವಪುರ ಕಛೇರಿಗೆ ಸಲ್ಲಿಸಿದ್ದು ಸದರಿ ಫಲಾನುಭವಿಗಳ ಆಯ್ಕೆ ಪಟ್ಟಿಯನ್ನು ಮಾನ್ಯ ವಲಯ ಆಯುಕ್ತರು ಮಹದೇವಪುರ ರವರ ಮುಖಾಂತರ ಮಾನ್ಯ ವಿಶೇಷ ಆಯುಕ್ತರು (ಕಲ್ಯಾಣ) ರವರ ಅನುಮೋದನೆಗೆ ಇ ಆಫೀಸ್ ಸಂಖ್ಯೆ 125805 ಮೂಲಕ ಕಡತವನ್ನು ರವಾನಿಸಿದೆ ಹಾಗೂ ಈ ಕುರಿತು ಮಾನ್ಯ ಆಡಳಿತಗಾರರು ಬಿಬಿಎಂಪಿ ರವರ ಅನುಮೋದನೆ ಪಡೆದ ನಂತರ ಮುಂದಿನ ಕ್ರಮವಹಿಸಲಾಗುವುದು ಎಂದು ತಿಳಿಯಪಡಿಸಿದೆ.",Welfare Schemes,MEDIUM,CONCERNED
